,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
4602,4901_02,Earth,FALSE,E/305/P,TRAPPIST-1e,34,FALSE,695,25,276,0,0,Benny Baldson,FALSE
4603,4902_01,Earth,TRUE,G/791/P,TRAPPIST-1e,46,FALSE,0,0,0,0,0,Dennie Whiters,FALSE
4604,4903_01,Earth,FALSE,F/995/P,55 Cancri e,23,FALSE,62,0,0,1,2203,Arla Moodman,FALSE
4605,4904_01,Earth,FALSE,E/317/S,TRAPPIST-1e,44,FALSE,2,0,0,788,0,Tamin Willynnedy,FALSE
4606,4909_01,Earth,FALSE,F/997/P,55 Cancri e,59,FALSE,460,139,0,1,0,Evane Franey,FALSE
4607,4910_01,Europa,FALSE,E/306/P,TRAPPIST-1e,42,FALSE,0,1330,0,2711,691,Tetraix Dratembid,FALSE
4608,4911_01,Earth,FALSE,F/998/P,TRAPPIST-1e,18,FALSE,0,0,0,702,0,Adriet Hughriend,FALSE
4609,4912_01,Mars,FALSE,D/160/P,TRAPPIST-1e,29,FALSE,3284,84,0,0,2,Basps Bane,FALSE
4610,4912_02,Mars,TRUE,F/999/P,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Bats Bane,TRUE
4611,4913_01,Mars,FALSE,F/1000/P,TRAPPIST-1e,19,FALSE,1301,0,31,1,0,Cine Terry,TRUE
4612,4915_01,Earth,TRUE,G/793/P,PSO J318.5-22,49,FALSE,0,0,0,0,0,Mon Lamberguson,FALSE
4613,4916_01,Mars,TRUE,F/1001/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Unch Mity,TRUE
4614,4917_01,Europa,FALSE,B/195/S,55 Cancri e,36,TRUE,1,10029,1,1679,27,Brab Neceriont,TRUE
4615,4918_01,Earth,TRUE,G/794/P,55 Cancri e,59,FALSE,0,0,0,0,0,Andyn Ryanga,TRUE
4616,4920_01,Earth,TRUE,G/802/S,55 Cancri e,24,FALSE,0,0,0,0,0,Chary Booneid,TRUE
4617,4923_01,Mars,TRUE,F/935/S,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Graw Sturt,TRUE
4618,4923_02,Mars,TRUE,F/935/S,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Yalmon Sturt,TRUE
4619,4923_03,Mars,FALSE,F/935/S,TRAPPIST-1e,24,FALSE,261,0,780,0,0,Nilly Sturt,TRUE
4620,4924_01,Mars,FALSE,F/1002/P,55 Cancri e,31,FALSE,725,0,747,0,0,Scers Shake,FALSE
4621,4925_01,Mars,FALSE,F/936/S,TRAPPIST-1e,23,FALSE,197,76,5635,7,0,Dynx Sfin,TRUE
4622,4927_01,Mars,FALSE,F/937/S,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Les Brele,TRUE
4623,4927_02,Mars,TRUE,F/937/S,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Naish Brele,TRUE
4624,4927_03,Mars,FALSE,F/937/S,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Naffsh Brele,TRUE
4625,4927_04,Mars,FALSE,F/937/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Toat Brele,TRUE
4626,4929_01,Mars,TRUE,F/1004/P,55 Cancri e,13,FALSE,0,0,0,0,0,Guink Reake,TRUE
4628,4930_02,Europa,FALSE,B/161/P,TRAPPIST-1e,51,FALSE,0,3571,106,0,0,Achium Alenter,TRUE
4630,4932_02,Mars,TRUE,F/1005/P,55 Cancri e,3,FALSE,0,0,0,0,0,Cird Fisty,TRUE
4631,4933_01,Mars,FALSE,F/938/S,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Puffal Gin,TRUE
4633,4933_03,Mars,FALSE,F/938/S,TRAPPIST-1e,24,FALSE,623,0,501,304,776,Trion Chité,FALSE
4634,4933_04,Mars,TRUE,F/938/S,TRAPPIST-1e,1,FALSE,0,0,0,0,0,Clakey Gin,TRUE
4635,4934_01,Earth,FALSE,F/1006/P,TRAPPIST-1e,31,FALSE,210,20,0,1027,199,Raulia Hammonton,FALSE
4636,4937_01,Earth,FALSE,G/803/S,TRAPPIST-1e,34,FALSE,1242,444,0,22,0,Besse Simonddler,FALSE
4637,4938_01,Earth,FALSE,G/804/S,55 Cancri e,20,FALSE,0,0,847,0,0,Lynnee Traverdy,TRUE
4638,4939_01,Earth,FALSE,F/1007/P,TRAPPIST-1e,19,FALSE,0,2077,0,0,0,Lonnis Bryangton,TRUE
4640,4941_01,Mars,FALSE,F/1008/P,TRAPPIST-1e,35,FALSE,988,0,830,2,0,Waffes Buche,FALSE
4642,4942_02,Earth,TRUE,G/806/S,TRAPPIST-1e,36,FALSE,0,0,0,0,0,Coreee Reenon,TRUE
4645,4944_02,Europa,FALSE,A/60/S,55 Cancri e,58,FALSE,0,3448,0,737,2193,Sular Ainserfle,FALSE
4646,4944_03,Europa,FALSE,A/60/S,TRAPPIST-1e,56,FALSE,153,1750,0,334,1539,Luxonon Ainserfle,FALSE
4647,4945_01,Earth,TRUE,G/798/P,PSO J318.5-22,27,FALSE,0,0,0,0,0,Eline Bartins,TRUE
4648,4946_01,Earth,TRUE,G/799/P,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Helley Kiddley,FALSE
4649,4950_01,Earth,TRUE,G/800/P,PSO J318.5-22,39,FALSE,0,0,0,0,0,Eulahy Wheelez,FALSE
4650,4951_01,Mars,FALSE,F/1010/P,TRAPPIST-1e,43,FALSE,11,0,1297,38,0,Peefox Ruica,TRUE
4651,4952_01,Mars,TRUE,F/939/S,TRAPPIST-1e,42,FALSE,0,0,0,0,0,Neysma Rekle,TRUE
4653,4956_01,Earth,TRUE,G/809/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Walla Mcphernard,TRUE
4654,4958_01,Earth,FALSE,G/810/S,TRAPPIST-1e,32,FALSE,0,235,0,474,0,Ivanna Flemaney,FALSE
4656,4963_01,Earth,TRUE,G/811/S,TRAPPIST-1e,61,FALSE,0,0,0,0,0,Carold Woodwardy,TRUE
4657,4964_01,Mars,FALSE,D/154/S,TRAPPIST-1e,64,FALSE,2147,0,191,59,0,Hone Barne,FALSE
4659,4970_01,Earth,FALSE,F/943/S,PSO J318.5-22,26,FALSE,0,9,0,0,1376,Andary Wilderssen,FALSE
4660,4972_01,Europa,FALSE,B/162/P,55 Cancri e,35,FALSE,87,1719,2750,0,79,Beneba Blentrary,TRUE
4661,4973_01,Earth,FALSE,E/309/P,TRAPPIST-1e,43,FALSE,957,0,1,0,39,Paulie Stephendsey,FALSE
4662,4973_02,Earth,TRUE,G/803/P,55 Cancri e,3,FALSE,0,0,0,0,0,Brence Stephendsey,TRUE
4663,4974_01,Europa,FALSE,A/44/P,TRAPPIST-1e,56,FALSE,0,10,0,9319,1225,Thabih Vendeck,FALSE
4665,4975_01,Earth,TRUE,G/813/S,PSO J318.5-22,25,FALSE,0,0,0,0,0,Olgary Wartyson,TRUE
4666,4975_02,Earth,FALSE,G/813/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Gerly Wartyson,TRUE
4667,4975_03,Earth,TRUE,G/813/S,PSO J318.5-22,2,FALSE,0,0,0,0,0,Celis Wartyson,TRUE
4668,4977_01,Earth,FALSE,F/945/S,TRAPPIST-1e,46,FALSE,0,4,834,0,32,Kylen Merce,TRUE
4669,4977_02,Earth,FALSE,F/945/S,TRAPPIST-1e,32,FALSE,2756,125,9,0,103,Nicey Merce,FALSE
4671,4979_01,Earth,TRUE,G/804/P,PSO J318.5-22,24,FALSE,0,0,0,0,0,Arllia Mckinn,FALSE
4672,4980_01,Earth,FALSE,G/805/P,TRAPPIST-1e,28,FALSE,0,0,0,882,0,Lelah Potterry,FALSE
4677,4981_03,Earth,FALSE,G/814/S,TRAPPIST-1e,24,FALSE,530,0,0,0,179,Brank Brenney,FALSE
4679,4987_01,Earth,FALSE,G/816/S,TRAPPIST-1e,21,FALSE,36,162,0,588,0,Fayene Popelacruz,TRUE
4680,4989_01,Earth,FALSE,E/310/P,TRAPPIST-1e,38,FALSE,0,1,0,786,0,Inette Johnshines,FALSE
4681,4990_01,Europa,TRUE,B/164/P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Nasliak Listive,FALSE
4683,4992_01,Earth,FALSE,F/1018/P,PSO J318.5-22,22,FALSE,479,34,0,29,4,Dandra Sextones,FALSE
4684,4995_01,Earth,FALSE,G/807/P,55 Cancri e,42,FALSE,642,282,0,0,0,Timmy Cardners,TRUE
4686,4997_01,Europa,TRUE,C/156/P,TRAPPIST-1e,52,FALSE,0,0,0,0,0,Diphah Disgul,TRUE
4687,4998_01,Earth,TRUE,G/818/S,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Lison Willy,TRUE
4688,4999_01,Earth,FALSE,F/950/S,TRAPPIST-1e,30,FALSE,1120,0,0,0,794,Chelly Mckins,FALSE
4689,5000_01,Earth,TRUE,G/808/P,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Courta Barrison,TRUE
4690,5003_01,Earth,TRUE,G/809/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Dessie Bulliamoses,FALSE
4691,5004_01,Europa,TRUE,B/165/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Mediah Gloyanthy,TRUE
4692,5005_01,Earth,FALSE,F/1019/P,TRAPPIST-1e,46,FALSE,819,31,0,49,2,Rayley Daughtson,FALSE
4693,5006_01,Europa,TRUE,B/166/P,TRAPPIST-1e,15,FALSE,0,0,0,0,0,Kochard Stingive,TRUE
4694,5006_02,Europa,TRUE,B/166/P,55 Cancri e,44,FALSE,0,0,0,0,0,Alyat Stingive,TRUE
4695,5006_03,Europa,FALSE,B/166/P,TRAPPIST-1e,20,FALSE,0,219,0,5,3283,Alark Stingive,FALSE
4696,5007_01,Mars,FALSE,F/951/S,TRAPPIST-1e,35,FALSE,1337,49,57,0,0,Gramus Watie,FALSE
4697,5008_01,Mars,TRUE,F/952/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Apies Prity,TRUE
4699,5010_01,Mars,FALSE,F/1021/P,TRAPPIST-1e,26,TRUE,1033,172,26,0,518,Poloos Sincy,FALSE
4700,5012_01,Earth,TRUE,G/811/P,55 Cancri e,24,FALSE,0,0,0,0,0,Benny Joynewtonks,TRUE
4701,5013_01,Earth,FALSE,F/953/S,TRAPPIST-1e,23,FALSE,0,0,2102,0,0,Kaye Wagnerray,TRUE
4703,5014_02,Mars,TRUE,F/1022/P,TRAPPIST-1e,5,FALSE,0,0,0,0,0,Moste Porté,TRUE
4704,5015_01,Europa,FALSE,C/194/S,55 Cancri e,35,FALSE,54,493,12,6691,253,Geno Lowerrudy,FALSE
4705,5016_01,Mars,FALSE,F/1023/P,TRAPPIST-1e,18,FALSE,1092,31,309,0,0,Honda Bert,FALSE
4706,5017_01,Mars,TRUE,F/954/S,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Raptax Giba,TRUE
4707,5018_01,Earth,TRUE,G/812/P,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Shanie Pooles,TRUE
4708,5019_01,Earth,FALSE,F/955/S,TRAPPIST-1e,15,FALSE,0,0,19,352,326,Olly Hebernandry,FALSE
4709,5020_01,Earth,FALSE,F/956/S,PSO J318.5-22,18,FALSE,648,19,0,0,4,Annon Anthompson,TRUE
4710,5021_01,Europa,FALSE,B/167/P,TRAPPIST-1e,41,FALSE,4,4619,0,251,213,Celavar Fulacid,TRUE
4711,5023_01,Earth,FALSE,G/813/P,55 Cancri e,36,FALSE,0,0,0,474,12,Briney Griffy,FALSE
4712,5025_01,Earth,FALSE,F/1024/P,TRAPPIST-1e,33,FALSE,1042,50,0,9,0,Ronard Arner,FALSE
4713,5027_01,Earth,FALSE,E/321/S,55 Cancri e,41,FALSE,4,737,0,51,0,Noria Kiddley,FALSE
4714,5028_01,Europa,FALSE,A/61/S,55 Cancri e,47,FALSE,1904,18,0,89,4411,Enifak Plattering,FALSE
4715,5032_01,Europa,TRUE,E/322/S,TRAPPIST-1e,32,FALSE,0,0,0,0,0,Kochard Dicely,TRUE
4716,5034_01,Earth,FALSE,G/824/S,TRAPPIST-1e,36,FALSE,0,52,8,0,4160,Briany Sellahaney,FALSE
4717,5035_01,Earth,TRUE,G/825/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Sethew Coolerson,TRUE
4718,5036_01,Earth,TRUE,G/814/P,PSO J318.5-22,34,FALSE,0,0,0,0,0,Robyny Walterson,FALSE
4719,5036_02,Earth,FALSE,G/814/P,TRAPPIST-1e,24,FALSE,5,1,7,0,895,Eleah Walterson,FALSE
4721,5039_02,Mars,TRUE,F/958/S,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Hule Bate,TRUE
4722,5039_03,Mars,FALSE,F/958/S,TRAPPIST-1e,24,FALSE,1157,0,0,131,0,Rionk Bate,TRUE
4723,5039_04,Mars,FALSE,F/958/S,TRAPPIST-1e,35,FALSE,1307,0,0,2,0,Cakes Bate,FALSE
4724,5040_01,Europa,FALSE,C/195/S,TRAPPIST-1e,26,FALSE,0,21,10424,1373,7218,Enibik Dynigic,FALSE
4725,5040_02,Europa,FALSE,C/195/S,55 Cancri e,39,FALSE,10,199,0,6216,101,Alsha Dynigic,FALSE
4726,5042_01,Earth,FALSE,F/1026/P,TRAPPIST-1e,18,FALSE,8,1,4,419,304,Lorice Estiagosen,TRUE
4727,5044_01,Earth,FALSE,G/826/S,TRAPPIST-1e,23,FALSE,0,381,142,0,261,Sanya Palmes,FALSE
4730,5050_01,Earth,FALSE,F/1028/P,TRAPPIST-1e,31,FALSE,433,111,238,86,0,Loree Wolfernan,FALSE
4731,5051_01,Mars,FALSE,E/324/S,TRAPPIST-1e,49,FALSE,1176,0,20,103,0,Tous Flité,FALSE
4732,5052_01,Mars,TRUE,F/961/S,TRAPPIST-1e,17,FALSE,0,0,0,0,0,Crick Khart,TRUE
4734,5057_01,Earth,TRUE,G/816/P,55 Cancri e,15,FALSE,0,0,0,0,0,Idave Simmonders,TRUE
4736,5058_02,Mars,FALSE,F/963/S,PSO J318.5-22,30,TRUE,600,31,1,659,191,Gork Apie,FALSE
4737,5058_03,Mars,TRUE,F/963/S,TRAPPIST-1e,42,FALSE,0,0,0,0,0,Leos Apie,TRUE
4738,5059_01,Earth,FALSE,F/1030/P,55 Cancri e,21,FALSE,639,0,0,0,0,Nancis Ryanga,FALSE
4739,5060_01,Europa,TRUE,C/157/P,55 Cancri e,41,FALSE,0,0,0,0,0,Algork Honatte,TRUE
4740,5060_02,Europa,TRUE,C/157/P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Instan Honatte,TRUE
4741,5060_03,Europa,FALSE,C/157/P,55 Cancri e,27,FALSE,0,867,0,20,1371,Segino Honatte,FALSE
4744,5061_02,Europa,FALSE,C/196/S,TRAPPIST-1e,54,FALSE,0,8246,0,56,118,Mediton Patoetic,TRUE
4747,5064_01,Europa,FALSE,A/62/S,55 Cancri e,22,FALSE,1961,82,0,3025,2406,Alraiam Gocent,FALSE
4750,5067_01,Earth,FALSE,F/964/S,55 Cancri e,36,FALSE,0,1808,0,344,0,Kerryn Wolfernan,TRUE
4752,5069_01,Earth,FALSE,F/965/S,PSO J318.5-22,56,FALSE,1309,0,69,1,0,Andary Hurchez,FALSE
4754,5072_01,Earth,FALSE,G/817/P,TRAPPIST-1e,10,FALSE,0,0,0,0,0,Brina Saley,FALSE
4755,5072_02,Earth,TRUE,G/817/P,PSO J318.5-22,14,FALSE,0,0,0,0,0,Melica Saley,FALSE
4756,5073_01,Mars,TRUE,F/1033/P,55 Cancri e,27,FALSE,0,0,0,0,0,Vere Frité,TRUE
4757,5074_01,Mars,FALSE,F/967/S,TRAPPIST-1e,35,FALSE,4608,0,926,382,0,Gorsp Biba,FALSE
4758,5076_01,Earth,FALSE,G/818/P,TRAPPIST-1e,13,FALSE,0,0,60,1,5147,Alicey Wolferguson,FALSE
4760,5083_01,Earth,TRUE,G/820/P,TRAPPIST-1e,22,FALSE,0,0,0,0,0,Cary Pooles,FALSE
4761,5084_01,Europa,TRUE,E/315/P,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Askedus Fuelightic,FALSE
4762,5084_02,Europa,FALSE,E/315/P,TRAPPIST-1e,32,FALSE,8151,2052,1919,7352,754,Batrix Fuelightic,FALSE
4763,5085_01,Earth,FALSE,F/970/S,TRAPPIST-1e,20,FALSE,0,15,455,95,0,Alie Grahangory,TRUE
4765,5088_01,Earth,FALSE,F/972/S,55 Cancri e,22,FALSE,0,0,0,1600,168,Jonard Horndley,TRUE
4766,5089_01,Europa,FALSE,B/170/P,TRAPPIST-1e,39,FALSE,3926,2030,0,1483,611,Alrakan Aivering,FALSE
4767,5089_02,Europa,FALSE,B/170/P,TRAPPIST-1e,19,FALSE,0,3750,0,0,41,Celeon Aivering,TRUE
4769,5090_02,Earth,TRUE,G/821/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Luzel Willy,FALSE
4771,5090_04,Earth,TRUE,G/821/P,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Adamy Willy,FALSE
4772,5090_05,Earth,FALSE,E/316/P,PSO J318.5-22,32,FALSE,793,0,0,0,0,Annya Willy,FALSE
4775,5093_01,Europa,FALSE,C/158/P,55 Cancri e,49,TRUE,9,179,0,3,7865,Wasalam Cluthosexy,FALSE
4776,5095_01,Mars,TRUE,F/1038/P,TRAPPIST-1e,61,FALSE,0,0,0,0,0,Coate Snoff,TRUE
4777,5097_01,Earth,TRUE,G/823/P,55 Cancri e,7,FALSE,0,0,0,0,0,Hughan Peterstarks,TRUE
4778,5097_02,Earth,FALSE,G/823/P,TRAPPIST-1e,25,FALSE,0,181,671,0,0,Nandy Peterstarks,TRUE
4779,5097_03,Earth,FALSE,F/1039/P,55 Cancri e,51,FALSE,6,0,706,0,0,Eulahy Peterstarks,TRUE
4780,5103_01,Europa,TRUE,E/317/P,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Proxima Poless,TRUE
4783,5106_01,Earth,TRUE,G/834/S,TRAPPIST-1e,29,FALSE,0,0,0,0,0,Helle Barrez,TRUE
4785,5109_01,Earth,FALSE,G/835/S,PSO J318.5-22,47,FALSE,83,1,0,654,3,Hilia Joycerton,TRUE
4786,5111_01,Europa,FALSE,B/171/P,TRAPPIST-1e,25,FALSE,0,3,0,763,3541,Sarid Unkcatted,FALSE
4787,5111_02,Europa,FALSE,B/171/P,TRAPPIST-1e,28,FALSE,29,394,0,712,4360,Aske Unkcatted,FALSE
4788,5111_03,Europa,FALSE,B/171/P,TRAPPIST-1e,32,FALSE,0,419,0,1984,521,Mino Unkcatted,FALSE
4789,5112_01,Europa,TRUE,C/198/S,55 Cancri e,56,FALSE,0,0,0,0,0,Chainon Spadicage,TRUE
4790,5112_02,Europa,TRUE,C/198/S,55 Cancri e,25,FALSE,0,0,0,0,0,Achiram Ainatint,TRUE
4791,5112_03,Europa,TRUE,C/198/S,TRAPPIST-1e,13,FALSE,0,0,0,0,0,Sadaton Opshaft,TRUE
4792,5115_01,Europa,TRUE,C/199/S,TRAPPIST-1e,41,FALSE,0,0,0,0,0,Diason Whibid,TRUE
4793,5115_02,Europa,TRUE,C/199/S,55 Cancri e,28,FALSE,0,0,0,0,0,Megrezn Whibid,TRUE
4794,5116_01,Mars,TRUE,F/980/S,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Ars Prity,TRUE
4795,5116_02,Mars,TRUE,F/980/S,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Fros Prity,TRUE
4796,5120_01,Mars,FALSE,E/320/P,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Flams Bate,FALSE
4797,5122_01,Earth,FALSE,F/981/S,TRAPPIST-1e,24,FALSE,0,464,321,0,90,Line Knoxtones,TRUE
4799,5125_01,Earth,FALSE,F/982/S,55 Cancri e,29,FALSE,0,0,22,738,0,Timmie Rocknight,FALSE
4800,5126_01,Europa,TRUE,C/200/S,55 Cancri e,59,FALSE,0,0,0,0,0,Isotone Unaring,TRUE
4801,5127_01,Earth,FALSE,G/837/S,TRAPPIST-1e,31,FALSE,0,679,0,0,213,Leneva Yanton,TRUE
4802,5127_02,Earth,FALSE,F/983/S,TRAPPIST-1e,16,FALSE,43,0,0,1893,119,Faithy Yanton,FALSE
4803,5128_01,Mars,FALSE,F/1045/P,TRAPPIST-1e,65,FALSE,56,0,1081,21,0,Forn Frazo,FALSE
4804,5128_02,Mars,FALSE,F/1045/P,TRAPPIST-1e,21,FALSE,0,1,2832,0,0,Frus Frazo,TRUE
4805,5129_01,Earth,TRUE,G/827/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Anthia Savaraldez,TRUE
4807,5132_01,Earth,FALSE,G/828/P,TRAPPIST-1e,42,FALSE,5049,477,0,0,0,Veremy Ellson,FALSE
4808,5133_01,Earth,FALSE,G/829/P,55 Cancri e,36,FALSE,0,0,846,0,0,Benry Litthews,TRUE
4809,5133_02,Earth,TRUE,G/829/P,PSO J318.5-22,24,FALSE,0,0,0,0,0,Hene Litthews,FALSE
4811,5133_04,Earth,FALSE,F/1046/P,55 Cancri e,19,FALSE,107,0,505,48,0,Done Litthews,FALSE
4812,5133_05,Earth,FALSE,F/1046/P,TRAPPIST-1e,26,FALSE,0,910,13,10,15,Lynnon Pugherman,FALSE
4813,5133_06,Earth,TRUE,G/829/P,55 Cancri e,19,FALSE,0,0,0,0,0,Shanya Josey,TRUE
4815,5133_08,Earth,FALSE,F/1046/P,TRAPPIST-1e,35,FALSE,0,116,51,0,701,Lawren Josey,FALSE
4816,5136_01,Earth,FALSE,F/984/S,55 Cancri e,24,FALSE,0,0,0,704,0,Eulah Currisones,FALSE
4818,5138_01,Europa,FALSE,A/47/P,55 Cancri e,40,FALSE,0,3815,0,322,0,Brakis Shming,TRUE
4819,5140_01,Earth,TRUE,G/840/S,PSO J318.5-22,23,FALSE,0,0,0,0,0,Elancy Pughanders,TRUE
4820,5142_01,Mars,FALSE,F/1050/P,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Kies Cre,TRUE
4821,5142_02,Mars,FALSE,F/1050/P,TRAPPIST-1e,20,FALSE,859,3,0,939,0,Bler Cre,FALSE
4822,5142_03,Mars,TRUE,F/1050/P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Mark Cre,TRUE
4823,5142_04,Mars,FALSE,F/1050/P,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Toisps Prin,TRUE
4825,5145_01,Earth,TRUE,G/841/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Shaele Mathison,TRUE
4826,5146_01,Earth,FALSE,F/986/S,55 Cancri e,26,FALSE,7,751,0,38,0,Maura Cainghannon,TRUE
4827,5148_01,Earth,FALSE,F/1051/P,TRAPPIST-1e,13,FALSE,0,63,54,20,916,Garyan Canields,FALSE
4828,5148_02,Earth,TRUE,G/831/P,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Jeanny Moodsey,TRUE
4829,5151_01,Mars,TRUE,F/1052/P,TRAPPIST-1e,14,FALSE,0,0,0,0,0,Flark Cotik,TRUE
4830,5152_01,Europa,FALSE,B/199/S,TRAPPIST-1e,40,FALSE,0,553,10,2787,52,Porrimp Aillyber,FALSE
4831,5154_01,Mars,FALSE,E/321/P,TRAPPIST-1e,34,TRUE,38,0,606,0,404,Sunch Buche,FALSE
4832,5156_01,Europa,TRUE,B/200/S,55 Cancri e,21,FALSE,0,0,0,0,0,Sabiark Traild,TRUE
4833,5156_02,Europa,FALSE,B/200/S,TRAPPIST-1e,29,FALSE,0,4198,227,1,1415,Atonon Traild,TRUE
4837,5161_01,Mars,TRUE,D/156/S,55 Cancri e,41,FALSE,0,0,0,0,0,Goos Cheen,TRUE
4838,5162_01,Mars,TRUE,F/988/S,55 Cancri e,16,FALSE,0,0,0,0,0,Hoce Barne,TRUE
4839,5162_02,Mars,FALSE,F/988/S,55 Cancri e,39,FALSE,98,0,125,0,1082,Dow Barne,FALSE
4840,5163_01,Earth,TRUE,E/322/P,TRAPPIST-1e,30,FALSE,0,0,0,0,0,Ellie Beckeey,TRUE
4841,5163_02,Earth,FALSE,E/322/P,TRAPPIST-1e,40,FALSE,151,0,713,0,0,Jillie Hewson,TRUE
4842,5165_01,Earth,FALSE,F/989/S,TRAPPIST-1e,63,FALSE,0,281,94,0,270,Alancy Collinson,TRUE
4843,5166_01,Mars,FALSE,D/163/P,TRAPPIST-1e,32,FALSE,382,0,477,22,2,Cor Porki,TRUE
4844,5167_01,Earth,FALSE,F/990/S,TRAPPIST-1e,47,FALSE,1,17,0,1069,0,Joana Crayeson,FALSE
4845,5170_01,Earth,FALSE,F/1056/P,55 Cancri e,23,FALSE,0,306,392,9,13,Jeandy Hurchez,FALSE
4846,5171_01,Earth,FALSE,F/991/S,TRAPPIST-1e,23,FALSE,0,7,0,190,501,Julin Estiagosen,FALSE
4847,5173_01,Mars,TRUE,F/1057/P,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Supies Biba,TRUE
4848,5174_01,Europa,TRUE,C/159/P,55 Cancri e,44,FALSE,0,0,0,0,0,Hekark Alenter,TRUE
4849,5174_02,Europa,FALSE,C/159/P,TRAPPIST-1e,29,FALSE,6,5,0,6235,434,Mesarid Alenter,FALSE
4850,5175_01,Earth,FALSE,G/834/P,TRAPPIST-1e,21,FALSE,582,0,0,148,53,Andice Maystuarey,FALSE
4851,5176_01,Earth,FALSE,E/323/P,TRAPPIST-1e,23,FALSE,576,207,0,0,9,Helle Sawyerson,FALSE
4852,5177_01,Europa,FALSE,B/201/S,TRAPPIST-1e,26,TRUE,0,0,0,0,0,Aldebah Gealably,TRUE
4853,5179_01,Europa,TRUE,C/160/P,55 Cancri e,47,FALSE,0,0,0,0,0,Nesch Aillyber,TRUE
4856,5182_01,Earth,TRUE,G/836/P,TRAPPIST-1e,4,FALSE,0,0,0,0,0,Crisey Georgasey,TRUE
4857,5182_02,Earth,FALSE,G/836/P,TRAPPIST-1e,25,FALSE,322,0,81,3,298,Berna Georgasey,TRUE
4858,5184_01,Earth,FALSE,G/837/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Joelan Folemonley,TRUE
4859,5185_01,Mars,FALSE,E/330/S,TRAPPIST-1e,29,FALSE,523,0,21,4,811,Cruts Flie,FALSE
4860,5186_01,Earth,FALSE,F/1058/P,TRAPPIST-1e,21,FALSE,41,651,2,29,0,Monah Harry,FALSE
4862,5188_01,Earth,FALSE,G/838/P,TRAPPIST-1e,34,FALSE,0,160,0,611,44,Chesty Bootez,FALSE
4863,5188_02,Earth,TRUE,G/838/P,TRAPPIST-1e,9,FALSE,0,0,0,0,0,Elindy Hessey,TRUE
4864,5188_03,Earth,TRUE,G/838/P,TRAPPIST-1e,12,FALSE,0,0,0,0,0,Wally Bootez,FALSE
4865,5190_01,Earth,FALSE,F/994/S,TRAPPIST-1e,13,FALSE,0,0,0,0,1513,Jillie Barrilloney,FALSE
4866,5192_01,Mars,TRUE,F/995/S,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Tostex Khaf,TRUE
4867,5193_01,Europa,FALSE,C/202/S,TRAPPIST-1e,34,FALSE,0,914,0,2433,647,Betenar Craing,TRUE
4868,5194_01,Europa,TRUE,B/176/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Sabi Ainatint,TRUE
4869,5194_02,Europa,TRUE,B/176/P,55 Cancri e,16,FALSE,0,0,0,0,0,Astonon Ainatint,TRUE
4870,5196_01,Earth,TRUE,G/839/P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Gracey Haynard,TRUE
4871,5196_02,Earth,TRUE,G/839/P,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Jenn Haynard,FALSE
